STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,MEASURE,,SECTOR,,STANDARD_REVENUE,,CTRY_SPECIFIC_REVENUE,,UNIT_MEASURE,,FREQ,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,REVENUE_CODE,,DECIMALS,,CURRENCY,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1993,,1.793,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1994,,1.656,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1995,,1.904,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1996,,1.298,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1997,,1.806,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1998,,1.009,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,1999,,1.556,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2000,,1.268,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2001,,1.006,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2002,,0.882,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2003,,0.956,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2004,,1.143,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2005,,1.278,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2006,,1.753,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2007,,1.796,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2008,,1.942,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2009,,2.429,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2010,,2.05,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2011,,1.554,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2012,,2.642,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2013,,2.128,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2014,,1.794,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2015,,1.574,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2016,,1.789,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2017,,1.516,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2018,,1.419,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2019,,1.294,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2020,,1.042,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2021,,0.863,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_1210,,_T,,PT_B1GQ,,A,,2022,,1.247,,A,,0,,1210,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1990,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1991,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1992,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1993,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1994,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1995,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1996,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1997,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1998,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,1999,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2000,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2001,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2002,,0.005,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2003,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2004,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2005,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2006,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2007,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2008,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2009,,0.007,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2010,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2011,,0.006,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2012,,0.023,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2013,,0.023,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2014,,0.031,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2015,,0.026,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2016,,0.024,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2017,,0.021,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2018,,0.046,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2019,,0.02,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2020,,0.016,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2021,,0.015,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,BRA,,TAX_REV,,S13,,T_5213,,_T,,PT_B1GQ,,A,,2022,,0,,A,,0,,5213,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1990,,0.889,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1991,,1.423,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1992,,0.887,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1993,,1.139,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1994,,0.954,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1995,,0.815,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1996,,0.943,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1997,,0.927,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1998,,0.545,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,1999,,0.753,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2000,,0.84,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2001,,0.993,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2002,,1.273,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2003,,1.14,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2004,,1.344,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2005,,1.865,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2006,,2.766,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2007,,2.627,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2008,,1.688,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2009,,-0.209,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2010,,2.155,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2011,,2.149,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2012,,1.038,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2013,,1.104,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2014,,0.891,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2015,,1.136,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2016,,0.775,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2017,,0.757,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2018,,1.476,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2019,,0.893,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2020,,-0.43,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2021,,2.301,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,CHL,,TAX_REV,,S13,,T_1300,,_T,,PT_B1GQ,,A,,2022,,2.271,,A,,0,,1300,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1990,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1991,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1992,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1993,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1994,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1995,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1996,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1997,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1998,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,1999,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2000,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2001,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2002,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2003,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2004,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2005,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2006,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2007,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2008,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2009,,0,,A,,0,,5112,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,PAN,,TAX_REV,,S13,,T_5112,,_T,,PT_B1GQ,,A,,2010,,0,,A,,0,,5112,,1,,_Z,
