"country","year","variable","value_type","downstream_use","value_old","value_new","ratio_new_old","pct_diff","abs_pct_diff","status","change_magnitude","extract_status_old","extract_status_new","source_file_old","source_file_new","sheet_old","sheet_new","cell_range_old","cell_range_new","excel_row_old","excel_row_new","excel_col_old","excel_col_new","role_old","role_new","matched_code_old","matched_code_new","code_long_old","code_long_new"
"CHL",2009,"NFC_r_D41_cei","primitive","current_extractor",2146.81667687053,2147.04174074176,1.00010483609227,0.0104836092273963,0.0104836092273963,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",32,32,"K","K","NFC_r","NFC_r","D.41","D.41","Intereses","Intereses"
"CHL",2009,"NFC_r_D42_cei","primitive","current_extractor",617.495213033001,617.495213032996,0.999999999999991,-8.65973959207622e-13,8.65973959207622e-13,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",33,33,"K","K","NFC_r","NFC_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"CHL",2009,"NFC_r_D43_cei","primitive","current_extractor",699.314731161,699.314731161,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",34,34,"K","K","NFC_r","NFC_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"CHL",2009,"NFC_r_D44_cei","primitive","current_extractor",87.6651403349317,87.7922977550943,1.00145049012272,0.145049012271969,0.145049012271969,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",35,35,"K","K","NFC_r","NFC_r","D.44","D.44","Renta de la propiedad atribuida a los titulares de pólizas de seguros","Renta de la propiedad atribuida a los titulares de pólizas de seguros"
"CHL",2009,"ratio_d43_d4","derived_ratio","cei_ratio_figures",,,,,,"not_compared","not_applicable","ratio_missing_input","ratio_missing_input","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,,,,,,
"CHL",2009,"ratio_d43d44","derived_ratio","cei_ratio_figures",,,,,,"not_compared","not_applicable","ratio_missing_input","ratio_missing_input","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,,,,,,
"CHL",2009,"ratio_d44_b5g","derived_ratio","cei_ratio_figures",0.0435664448458995,0.0435744599656867,1.00018397461201,0.0183974612009363,0.0183974612009363,"changed","anecdotal_lt_1pct","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,,,,,,
"CHL",2009,"ratio_d44_d4","derived_ratio","cei_ratio_figures",0.204793282191073,0.204973565618237,1.00088031904775,0.0880319047749767,0.0880319047749767,"changed","anecdotal_lt_1pct","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,,,,,,
"CHL",2009,"ratio_d75_b5g","derived_ratio","cei_ratio_figures",0.0342643156740963,0.0342706194383124,1.00018397461301,0.0183974613006122,0.0183974613006122,"changed","anecdotal_lt_1pct","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,,,,,,
"CHL",2009,"ratio_d75_d7","derived_ratio","cei_ratio_figures",0.656914412593704,0.656914412593929,1.00000000000034,3.41726646979623e-11,3.41726646979623e-11,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,,,,,,
"CHL",2009,"ROW_r_D4_cei","primitive","uprofits",8773.138758015,8773.138758015,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",31,31,"P","P","ROW_r","ROW_r","D.4","D.4","Renta de la propiedad","Renta de la propiedad"
"CHL",2009,"ROW_r_D41_cei","primitive","current_extractor",968.055800519,968.055800519,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",32,32,"P","P","ROW_r","ROW_r","D.41","D.41","Intereses","Intereses"
"CHL",2009,"ROW_r_D42_cei","primitive","current_extractor",2365.459388033,2365.459388033,1,4.44089209850063e-14,4.44089209850063e-14,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",33,33,"P","P","ROW_r","ROW_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"CHL",2009,"ROW_r_D43_cei","primitive","current_extractor",5439.623569463,5439.623569463,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",34,34,"P","P","ROW_r","ROW_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"CHL",2009,"ROW_r_D44_cei","primitive","current_extractor",,,,,,"not_compared","not_applicable","non_numeric","non_numeric","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",,,,,"ROW_r","ROW_r",,,,
"CHL",2009,"TOT_B5g_cei","primitive","snacompare;uprofits",89553.5832162861,89553.5832162861,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",40,40,"Q","Q","TOT_r","TOT_r","B.5","B.5","Saldo de ingresos primarios","Saldo de ingresos primarios"
"CHL",2009,"TOT_r_D4_cei","primitive","uprofits",35663.9095987397,35653.2989744434,0.999702482862486,-0.0297517137513914,0.0297517137513914,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",31,31,"Q","Q","TOT_r","TOT_r","D.4","D.4","Renta de la propiedad","Renta de la propiedad"
"CHL",2009,"TOT_r_D41_cei","primitive","current_extractor",11723.6356762766,11723.7396714524,1.00000887055677,0.000887055677067927,0.000887055677067927,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",32,32,"Q","Q","TOT_r","TOT_r","D.41","D.41","Intereses","Intereses"
"CHL",2009,"TOT_r_D42_cei","primitive","current_extractor",14469.7617443298,14459.0535497493,0.999259960546026,-0.0740039453974495,0.0740039453974495,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",33,33,"Q","Q","TOT_r","TOT_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"CHL",2009,"TOT_r_D43_cei","primitive","current_extractor",6138.938300624,6138.938300624,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",34,34,"Q","Q","TOT_r","TOT_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"CHL",2009,"TOT_r_D44_cei","primitive","current_extractor",3323.89640465143,3323.88997975865,0.99999806705986,-0.000193294013950407,0.000193294013950407,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","2009","E27:Q48","E27:Q48",35,35,"Q","Q","TOT_r","TOT_r","D.44","D.44","Renta de la propiedad atribuida a los titulares de pólizas de seguros","Renta de la propiedad atribuida a los titulares de pólizas de seguros"
"CHL",2010,"B2g_cei","primitive","snacompare",14555.1728451421,14555.1728451623,1.00000000000139,1.38511424552235e-10,1.38511424552235e-10,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",27,27,"N","N","households_r","households_r","B.2B/B.3B","B.2B/B.3B","Excedente de explotación bruto /Ingreso Mixto bruto","Excedente de explotación bruto /Ingreso Mixto bruto"
"CHL",2010,"B3g_cei","primitive","snacompare",,,,,,"not_compared","not_applicable","non_numeric","non_numeric","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",,,,,"households_r","households_r",,,,
"CHL",2010,"B5g_cei","primitive","snacompare",65615.5173157152,65588.1098285075,0.999582301743111,-0.0417698256889421,0.0417698256889421,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",40,40,"N","N","households_r","households_r","B.5","B.5","Saldo de ingresos primarios","Saldo de ingresos primarios"
"CHL",2010,"D1_cei","primitive","snacompare",39151.4710778668,39151.4710778664,0.999999999999989,-1.0769163338864e-12,1.0769163338864e-12,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",29,29,"N","N","households_r","households_r","D.1","D.1","Remuneración de asalariados","Remuneración de asalariados"
"CHL",2010,"D11_cei","primitive","current_extractor",,,,,,"not_compared","not_applicable","no_code_match","no_code_match","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",,,,,"households_r","households_r",,,,
"CHL",2010,"D4_cei","primitive","snacompare;cei_ratio_figures",15100.4425086429,15072.8771552301,0.99817453340212,-0.182546659787985,0.182546659787985,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",31,31,"N","N","households_r","households_r","D.4","D.4","Renta de la propiedad","Renta de la propiedad"
"CHL",2010,"D43_cei","primitive","cei_ratio_figures",,,,,,"not_compared","not_applicable","non_numeric","non_numeric","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",,,,,"households_u","households_u",,,,
"CHL",2010,"D44_cei","primitive","cei_ratio_figures",2584.11612594916,2584.11612594916,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",35,35,"N","N","households_r","households_r","D.44","D.44","Renta de la propiedad atribuida a los titulares de pólizas de seguros","Renta de la propiedad atribuida a los titulares de pólizas de seguros"
"CHL",2010,"D5_cei","primitive","snacompare",1517.142910001,1517.14291,0.999999999999341,-6.59139409719955e-11,6.59139409719955e-11,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",41,41,"E","E","households_u","households_u","D.5","D.5","Impuestos sobre la  renta","Impuestos sobre la  renta"
"CHL",2010,"D61_cei","primitive","snacompare",7952.15596138226,7952.15596138226,1,-1.11022302462516e-14,1.11022302462516e-14,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",42,42,"E","E","households_u","households_u","D.61","D.61","Contribuciones sociales","Contribuciones sociales"
"CHL",2010,"D62_cei","primitive","snacompare",7184.2139,7184.2139,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",43,43,"N","N","households_r","households_r","D.62","D.62","Prestaciones sociales","Prestaciones sociales"
"CHL",2010,"D7_cei","primitive","cei_ratio_figures",3574.87609207679,3574.87609207879,1.00000000000056,5.59552404411079e-11,5.59552404411079e-11,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",44,44,"N","N","households_r","households_r","D.7","D.7","Otras transferencias corrientes","Otras transferencias corrientes"
"CHL",2010,"D75_cei","primitive","cei_ratio_figures",2399.195562579,2399.195562581,1.00000000000083,8.33777491493493e-11,8.33777491493493e-11,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",47,47,"N","N","households_r","households_r","D.75","D.75","Transferencias corrientes diversas","Transferencias corrientes diversas"
"CHL",2010,"D752_cei","primitive","current_extractor",,,,,,"not_compared","not_applicable","no_code_match","no_code_match","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",,,,,"households_r","households_r",,,,
"CHL",2010,"FC_B5g_cei","primitive","snacompare;uprofits",2933.14330141948,2933.14321988065,0.999999972200871,-2.77991285546619e-06,2.77991285546619e-06,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",40,40,"L","L","FC_r","FC_r","B.5","B.5","Saldo de ingresos primarios","Saldo de ingresos primarios"
"CHL",2010,"FC_r_D4_cei","primitive","uprofits",11528.7138397722,11528.713951734,1.00000000971157,9.71156621787372e-07,9.71156621787372e-07,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",31,31,"L","L","FC_r","FC_r","D.4","D.4","Renta de la propiedad","Renta de la propiedad"
"CHL",2010,"FC_r_D41_cei","primitive","current_extractor",9041.82739966723,9041.82561686982,0.999999802827754,-1.97172245863797e-05,1.97172245863797e-05,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",32,32,"L","L","FC_r","FC_r","D.41","D.41","Intereses","Intereses"
"CHL",2010,"FC_r_D42_cei","primitive","current_extractor",1854.70639699542,1854.70639699542,1,-1.11022302462516e-14,1.11022302462516e-14,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",33,33,"L","L","FC_r","FC_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"CHL",2010,"FC_r_D43_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",34,34,"L","L","FC_r","FC_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"CHL",2010,"FC_r_D44_cei","primitive","current_extractor",632.180043109498,632.181937868783,1.00000299718301,0.00029971830108888,0.00029971830108888,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",35,35,"L","L","FC_r","FC_r","D.44","D.44","Renta de la propiedad atribuida a los titulares de pólizas de seguros","Renta de la propiedad atribuida a los titulares de pólizas de seguros"
"CHL",2010,"GG_B5g_cei","primitive","snacompare",13728.0016309681,13728.0016310693,1.00000000000738,7.37787608784402e-10,7.37787608784402e-10,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",40,40,"M","M","GG_r","GG_r","B.5","B.5","Saldo de ingresos primarios","Saldo de ingresos primarios"
"CHL",2010,"GG_r_D4_cei","primitive","uprofits",2159.11818155225,2159.11818165554,1.00000000004784,4.78426187555669e-09,4.78426187555669e-09,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",31,31,"M","M","GG_r","GG_r","D.4","D.4","Renta de la propiedad","Renta de la propiedad"
"CHL",2010,"GG_r_D41_cei","primitive","current_extractor",465.125005288582,465.125005384322,1.00000000020584,2.05837791256158e-08,2.05837791256158e-08,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",32,32,"M","M","GG_r","GG_r","D.41","D.41","Intereses","Intereses"
"CHL",2010,"GG_r_D42_cei","primitive","current_extractor",1685.9129675,1685.9129675,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",33,33,"M","M","GG_r","GG_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"CHL",2010,"GG_r_D43_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",34,34,"M","M","GG_r","GG_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"CHL",2010,"GG_r_D44_cei","primitive","current_extractor",0.464849089664803,0.464849098222135,1.00000001840884,1.84088377874758e-06,1.84088377874758e-06,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",35,35,"M","M","GG_r","GG_r","D.44","D.44","Renta de la propiedad atribuida a los titulares de pólizas de seguros","Renta de la propiedad atribuida a los titulares de pólizas de seguros"
"CHL",2010,"NFC_B5g_cei","primitive","snacompare;uprofits",21327.5555755243,21354.963144169,1.00128507782093,0.128507782093013,0.128507782093013,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",40,40,"K","K","NFC_r","NFC_r","B.5","B.5","Saldo de ingresos primarios","Saldo de ingresos primarios"
"CHL",2010,"NFC_r_D4_cei","primitive","uprofits",6855.39688215844,6855.15210274591,0.999964293910807,-0.00357060891933436,0.00357060891933436,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",31,31,"K","K","NFC_r","NFC_r","D.4","D.4","Renta de la propiedad","Renta de la propiedad"
"CHL",2010,"NFC_r_D41_cei","primitive","current_extractor",3403.2488261652,3403.00584504737,0.999928603187649,-0.00713968123506881,0.00713968123506881,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",32,32,"K","K","NFC_r","NFC_r","D.41","D.41","Intereses","Intereses"
"CHL",2010,"NFC_r_D42_cei","primitive","current_extractor",1945.679604553,1945.679604553,1,-2.22044604925031e-14,2.22044604925031e-14,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",33,33,"K","K","NFC_r","NFC_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"CHL",2010,"NFC_r_D43_cei","primitive","current_extractor",1404.443622437,1404.443622437,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",34,34,"K","K","NFC_r","NFC_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"CHL",2010,"NFC_r_D44_cei","primitive","current_extractor",102.024829003233,102.023030708529,0.99998237395032,-0.00176260496796976,0.00176260496796976,"changed","anecdotal_lt_1pct","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","2010","E27:Q48","E27:Q48",35,35,"K","K","NFC_r","NFC_r","D.44","D.44","Renta de la propiedad atribuida a los titulares de pólizas de seguros","Renta de la propiedad atribuida a los titulares de pólizas de seguros"
